Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
Salsa Fresca Taco Trot 5K,10/18/20,Yorktown Heights,New York,running,5km,https://runsignup.com/Race/Register/?raceId=64957,,"Taco Trot Yorktown Heights - will be held at the FDR Park in Yorktown Heights on Sunday, October 20th at Lot 1! Run a 5K or 1 mile option is available for those wishing to run/walk with their families without timing and still enjoy the glory of tacos at the finish. Walkers and runners of all abilities welcome!"
EVL Halloween Half Marathon,10/24/20,Ellicottville,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=54545,info@evlhalf.com,"The EVL Halloween Half, 5k, & Relay will be a fun filled Halloween-themed event on Saturday October 24, 2020. The event will feature a Half Marathon, 5k, and Half Marathon Relay. We encourage runners of all abilities to join us!"
Scare Brain Cancer Away 5K,10/24/20,East Rochester,New York,running,5km,https://runsignup.com/Race/Register/?raceId=33390,,"This year's event benefits the Wilmot Cancer Institute's Patient Needs Fund and, prior to the start, we will honor the memories of past race participant Paul Wenger and longtime East Rochester resident and community leader Dave Bonacci."
A Sri Chinmoy Half Marathon & Relay,10/25/20,Valley Cottage,New York,running,13.1mi,https://srichinmoyracesny.redpodium.com/sri-chinmoy-half-marathon-relay2020,,"A scenic paved pathway around Rockland Lake, accurately measured USATF certified course. Start is near Parking field 5, beginning with one 1.3 mile ""mini-lap"" (out-and back section along the south end of the lake), then four complete 2.96 mile laps of the lake (clockwise), finishing again near Parking Field 5."
Hairy Gorilla Half Marathon and Squirrelly Six Mile,10/25/20,Voorheesville,New York,running,13.1 mile trail run,http://albanyrunningexchange.org/hgh/,events@areep.com,"Join us for our 16th year of festive running mayhem! The event is part running race, part costume party, and is truly among the most unique events you'll ever do! Be on the look out for gorillas that have gone bananas, nutty squirrels, graves with your own names on them, and other inanity to keep you smiling and enjoying the beautiful views that await!"
Niagara Falls International Marathon,10/25/20,Buffalo,New York,running,26.2mi,https://niagarafallsmarathon.com/register-2/,people@niagarafallsmarathon.com,Register by Oct. 11th to receive a personalized bib with your name on it! Registration closes Wednesday October 21st at midnight. Registration at Kit Pickup if not sold out
Run the Farm,10/25/20,Katonah,New York,running,5 mile trail run,https://runsignup.com/Race/NY/Katonah/RunTheFarm,,The race is put on to show off the beauty of the Muscoot park and to increase awareness of the weekly Muscoot Farmer's market (Sundays from May-November) and other local farmer's markets in the area.
New York City Marathon,11/01/20,New York,New York,running,26.2mi,https://www.nyrr.org/races/2020tcsnewyorkcitymarathon,help@nyrr.org,"The 50th running of the TCS New York City Marathon is set for November 1, 2020. The TCS New York City Marathon is the largest marathon in the world and the signature event of New York Road Runners (NYRR), the world’s premier community running organization."
Red Baron Half Marathon,11/01/20,Corning,New York,running,13.1mi,https://runsignup.com/Race/PA/Corning/RedBaronHalfMarathon,,The 39th annual Red Baron is a challenging and fast course starting on the campus of Corning Community College and finishing at the Corning American Legion.
Yeti Dash 5K,11/07/20,Greenhurst,New York,running,5km,https://runsignup.com/Race/NY/Greenhurst/YetiDash5K,,This is a 5K Run/Walk starting and ending at Ellery Town Park. $25 presale & $30 day of event. Net proceeds will benefit the American Cancer Society.
Brooklyn Fall Half,11/08/20,Brooklyn,New York,running,13.1mi,https://endurancecui.active.com/new/events/66463653/select-race?e4p=8b2929e9-9795-464c-b9ab-fb9dc09106ec&e4ts=1577678908&e4q=0e34308a-8038-431f-8eba-14f47abd4a65&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=1607f19e8b965603f69bfdf7963679d3&regnow=awe-regnow&ltclickid=12_55273570_b4a072c6-a152-480c-9675-67c715438dc2&e4rt=Safetynet&_p=1624710953343853,,"The course consists of 4 loops for the Half, 2 loops for the 10K and 1 loop for the 5K. Every loop is timed live! Start by the Lefrak Ice skating rink and finish by the Greek Shelter/Peristyle."
Nassau County Turkey Trot,11/08/20,East Meadow,New York,running,5km,https://runsignup.com/Race/Register/?raceId=27254,,"Join us in the stunning Eisenhower Park, and help those in need. We encourage all athletes to bring food donations to the Race Site or pre-race checkins. Adults are welcome to run the 5k with a jogging stroller, this is a day for all."
Raven Rocks Run,11/08/20,Cross River,New York,running,10km,https://runsignup.com/Race/Register/?raceId=25402&eventId=368528,ravenrocksrun@gmail.com,"The Raven Rocks Run is a challenging 10k trail run at Ward Pound Ridge Reservation in Cross River, NY. It is the first new race at this park in over 20 years."
Stars & Stripes VeteRun 5K,11/11/20,Honeoye Falls,New York,running,5km,https://runsignup.com/Race/Register/?raceId=37415,,"VeteRun 5K & Kids Run Wild Races, Presented by L3Harris Technologies"
Dirt Cheap Stage Race - #1,11/13/20,Honeoye Falls,New York,running,3 mile trail run,https://runsignup.com/Race/Register/?raceId=6446,,"Early Start available and recommended Sunday at 7:45AM, based on results from Friday night's time trial. We will notify participants on Saturday at Devil's Bathtub of their early start status."
Dirt Cheap Stage Race - #2,11/14/20,Honeoye Falls,New York,running,5.5 mile trail run,https://runsignup.com/Race/Register/?raceId=6446,,"Early Start available and recommended Sunday at 7:45AM, based on results from Friday night's time trial. We will notify participants on Saturday at Devil's Bathtub of their early start status."
Lindsay's Legacy 5K,11/14/20,Tonawanda,New York,running,5km,http://lindsays5k.com/home.php,bonniejm@roadrunner.com,"Lindsay`s Legacy is named after Lindsay MacIver, who in 2004 at age 21 lost her battle with alveolar rhabdomyosarcoma. Rhabdomyosarcoma is a rare soft tissue sarcoma characterized by tumors that develop from muscle or fibrous tissue and can grow in any part of the body."
Dirt Cheap Stage Race - #3,11/15/20,Honeoye Falls,New York,running,11 mile trail run,https://runsignup.com/Race/Register/?raceId=6446,,"Early Start available and recommended Sunday at 7:45AM, based on results from Friday night's time trial. We will notify participants on Saturday at Devil's Bathtub of their early start status."
Bound for the Hounds 6H Ultra,11/21/20,Shortsville,New York,running,6H trail run,https://runsignup.com/Race/Register/?raceId=81948,,Bound for the Hounds 6 Hour Running and Walking event is being held to help support our free local dog park created by volunteers and local contributors. Runners and walkers will have 6 hours to complete as many 2.3 mile loops of the Manchester Gateway Trail as they choose.
Long Beach City Council Turkey Trot,11/22/20,Long Beach,New York,running,10km,https://runsignup.com/Race/Register/?raceId=35092,,Start & finish on New York Avenue and the boardwalk. Accurately measured flat and fast course
Cystic Fibrosis Turkey Trot,11/26/20,Wyoming,New York,running,5km,https://www.cfteamnatalie.com/cfturkeytrot.html,,"A family-friendly, non-certified 5K in Wyoming, NY on Thanksgiving morning. The course is flat and we welcome all ages and paces for a fun and festive morning!"
Feast of Burden 2M/5M,11/26/20,Rochester,New York,running,5mi,https://runsignup.com/Race/Register/?raceId=43750,,"Get ready for your Thanksgiving feast by running 2 or 5 miles through downtown Rochester. The race starts outside the Blue Cross Arena and ventures towards the University of Rochester campus. This out and back course is flat, fast and fun for the whole family."
Garden City Turkey Trot,11/26/20,Garden City,New York,running,5mi,http://www.gcturkeytrot.com/,gcturkeytrot@gmail.com,"The top overall finishers of the 5 mile race, male and female, will receive their awards at the finish line area and be photographed (for local news coverage) shortly after they cross the finish line."
Rhinebeck Turkey Trot,11/26/20,Rhinebeck,New York,running,5km,https://runsignup.com/Race/Register/?raceId=23481&eventId=362449,,"Our event helps to fund all projects and operating expenses at Ferncliff Forest, we are a totally privately funded nature preserve and have NO paid employees. 100% of money raised will go to the forest fund. The forest is a great place for a Trail run, Hike or Mtn Bike ride."
Webster Turkey Trot,11/26/20,Webster,New York,running,4.4mi,https://runsignup.com/Race/Register/?raceId=6448,,"This 49 year old tradition of Webster, NY was started by Jim May, former English Teacher, in Webster. Jim May started this event as a practice run for his Cross Country Team, as a way for them to get a workout on Thanksgiving Day."
Westchester Turkey Trot,11/26/20,Valhalla,New York,running,5km,https://runsignup.com/Race/Register/?raceId=50146,info@allcommunityevents.com,"Event times, dates, location and all other details are subject to change prior to the event. All official information is on the event's website TriStateRuns.com/"
Clinton Shoppers' Stroll and 5K Jingle Jog,11/28/20,Clinton,New York,running,5km,https://runsignup.com/Race/Register/?raceId=67902,marylisa.nolan@yahoo.com,Visit the Village of Clinton to kickoff the holiday season! The festivities offer an escape from the hustle and bustle of the malls and an opportunity to take part in a nostalgic event!
New York City Turkey Trot,11/28/20,Queens,New York,running,5km,https://runsignup.com/Race/Register/?raceId=38812,nycturkeytrot@tristateruns.com,Join the Thanksgiving tradition at the New York City Turkey Trot Half Marathon & 5K Run/Walk.
Pelham Half Marathon,11/28/20,Pelham,New York,running,13.1mi,https://pelhamhalf.org/#2019-results,racedirector@pelhamhalf.com,"The Pelham Half Marathon and 10K is backed by organizations and businesses deeply committed to our community. Please join us in thanking them for their support, and consider working with them to help support local businesses."
Long Beach Jingle Bell 5K,12/05/20,Long Beach,New York,running,5km,https://runsignup.com/Race/Register/?raceId=51392,,"The City of Long Beach in cooperation with the Long Beach VFW Post 1384 will host the 7th Annual Jingle Bell 5K Run for Toys for Tots. This fun run will take place on Saturday, December 5, 2020 on the Long Beach boardwalk. Registration begins at 4:00 pm at the VFW, located at 675 West Park Avenue in Long Beach."
Manhattanite Run,12/05/20,New York,New York,running,13.1mi,https://endurancecui.active.com/new/events/66486951/select-race?e4p=41097bc9-9592-470a-a9f1-f7965e9d989d&e4ts=1577713051&e4q=5d5e16bb-815f-401c-a994-c9459a63f497&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=c7b10a0d1e9c45061ad8cf6012d1eae8&regnow=awe-regnow&ltclickid=12_55583011_aefad860-c636-4ab4-8bcb-02d60860fd21&e4rt=Safetynet&_p=7507180575281438,,"The seldom seen Freedom Tunnel will echo with the sound of your feet as you run over it and through NYC's quintessential Riverside Park. Wedged between the historical Upper West Side neighborhood and the Hudson River this venue is known for its gorgeous views of Manhattan’s waterfronts, lush greenery and myriad walking and biking paths."
Seaford Wellness Hot Chocolate 5K,12/05/20,Seaford,New York,running,5km,https://runsignup.com/Race/Register/?raceId=44476&eventId=364683,,Join us for a morning of healthy exercise and an opportunity to socialize with your neighbors. Participants enjoy hot chocolate and bagels afterward along with an awards ceremony and raffles. All proceeds from this community event are used specifically for programs in Seaford.
