Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
Atlantic City Marathon - 5K,10/17/2020,Atlantic City,New Jersey,running,5km,https://runsignup.com/Race/NJ/AtlanticCity/AtlanticCityMarathonHalfMarathon,acmarathon@jccatlantic.org,"Established in 1958, the Atlantic City Marathon is the third oldest continuing marathon in the United States. The marathon course is noted for being fast and flat, including eight miles of oceanfront Boardwalk running! Each race weekend, Atlantic City hosts four race distances including the 26.2 mile marathon and 13.1 mile half marathon on Sunday and a 10K and 5K on Saturday.  Runners from throughout the United States as well as several countries internationally are represented."
Atlantic City Marathon - 10K,10/17/2020,Atlantic City,New Jersey,running,10km,https://runsignup.com/Race/NJ/AtlanticCity/AtlanticCityMarathonHalfMarathon,acmarathon@jccatlantic.org,"Established in 1958, the Atlantic City Marathon is the third oldest continuing marathon in the United States. The marathon course is noted for being fast and flat, including eight miles of oceanfront Boardwalk running! Each race weekend, Atlantic City hosts four race distances including the 26.2 mile marathon and 13.1 mile half marathon on Sunday and a 10K and 5K on Saturday.  Runners from throughout the United States as well as several countries internationally are represented."
Delaware and Raritan Canal parkrun,10/17/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Atlantic City Marathon - 26.2mi,10/18/2020,Atlantic City,New Jersey,running,26.2mi,https://runsignup.com/Race/NJ/AtlanticCity/AtlanticCityMarathonHalfMarathon,acmarathon@jccatlantic.org,"Established in 1958, the Atlantic City Marathon is the third oldest continuing marathon in the United States. The marathon course is noted for being fast and flat, including eight miles of oceanfront Boardwalk running! Each race weekend, Atlantic City hosts four race distances including the 26.2 mile marathon and 13.1 mile half marathon on Sunday and a 10K and 5K on Saturday.  Runners from throughout the United States as well as several countries internationally are represented."
Atlantic City Marathon - 13.1mi,10/18/2020,Atlantic City,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/AtlanticCity/AtlanticCityMarathonHalfMarathon,acmarathon@jccatlantic.org,"Established in 1958, the Atlantic City Marathon is the third oldest continuing marathon in the United States. The marathon course is noted for being fast and flat, including eight miles of oceanfront Boardwalk running! Each race weekend, Atlantic City hosts four race distances including the 26.2 mile marathon and 13.1 mile half marathon on Sunday and a 10K and 5K on Saturday.  Runners from throughout the United States as well as several countries internationally are represented."
HERO Walk and Run,10/18/2020,Ocean City,New Jersey,running,5km,https://herocampaign.org/hero-walk/,,
Jersey City Fall Half,10/18/2020,Jersey City,New Jersey,running,5km,https://www.active.com/jersey-city-nj/running/distance-running-races/the-jersey-city-fall-half-5k-10k-2020,alex@citytri.com,"This Fundraiser run is to support  Sustainable JC and JCFamilies, who Citytri has partnered with for this special Jersey City Fall Half Marathon and day of fundraising.  Citytri feels privileged to work with these two mission-driven Jersey City non-profits and we are donating a percentage of our profits to Sustainable JC and JCFamilies."
Jersey City Fall Half - 13.1mi,10/18/2020,Jersey City,New Jersey,running,13.1mi,https://www.active.com/jersey-city-nj/running/distance-running-races/the-jersey-city-fall-half-5k-10k-2020,alex@citytri.com,"This Fundraiser run is to support  Sustainable JC and JCFamilies, who Citytri has partnered with for this special Jersey City Fall Half Marathon and day of fundraising.  Citytri feels privileged to work with these two mission-driven Jersey City non-profits and we are donating a percentage of our profits to Sustainable JC and JCFamilies."
Jersey City Fall Half - 10K,10/18/2020,Jersey City,New Jersey,running,10km,https://www.active.com/jersey-city-nj/running/distance-running-races/the-jersey-city-fall-half-5k-10k-2020,alex@citytri.com,"This Fundraiser run is to support  Sustainable JC and JCFamilies, who Citytri has partnered with for this special Jersey City Fall Half Marathon and day of fundraising.  Citytri feels privileged to work with these two mission-driven Jersey City non-profits and we are donating a percentage of our profits to Sustainable JC and JCFamilies."
ORC Seaside Half Marathon - 5K,10/18/2020,Seaside Heights,New Jersey,running,5km,http://www.orcseasidehalf.com/,,"To benefit the Tri-Boro First Aid Squad of Seaside Heights Seaside Park and Berkeley Township, the ORC Scholarship Fund, & the Marine Mammal Stranding Center"
ORC Seaside Half Marathon,10/18/2020,Seaside Heights,New Jersey,running,13.1mi,http://www.orcseasidehalf.com/,,"To benefit the Tri-Boro First Aid Squad of Seaside Heights Seaside Park and Berkeley Township, the ORC Scholarship Fund, & the Marine Mammal Stranding Center"
Run the Vineyards - Octoberfest 5K,10/18/2020,Millville,New Jersey,running,5km,https://runsignup.com/Race/NJ/Millville/RuntheVineyardsOctoberfest5K,ken@gooddayforarun.com,Run the Vineyards - Octoberfest Style! Are You Ready? Join Good Day for a Run for an amazing race and Octoberfest Party at Cedar Rose Vineyards!
Boo in the Boro! Washington 5K,10/24/2020,Washington,New Jersey,running,5km,http://www.boro5k.com/,recsecretary@washingtonboro-nj.org,The 5K course takes you through beautiful downtown Washington Borough nestled in the mountains of Warren County NJ.  It begins and ends at Warren Hills High School Sports Stadium. There is ample free parking across the street at the High School. We will have one water station at the halfway point by the Washington Borough Public Library. We really hope you can come out with the kids and enjoy our event. This years proceeds will be shared by the Washington Borough Recreation programs and Project Graduation 2020. Our kids and our Graduates thank you!
Delaware and Raritan Canal parkrun,10/24/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Harrington Park 5K Fall Spectacular,10/24/2020,Harrington Park,New Jersey,running,5km,https://www.hp5k.org/,,
Zombie Chase 5K,10/24/2020,Collingswood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Collingswood/ZombieChase5k,,Benefits James A. Garfield Elementary School PTA
Zombie Chase 5K - 1mi,10/24/2020,Collingswood,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Collingswood/ZombieChase5k,,Benefits James A. Garfield Elementary School PTA
Scary Rat Race,10/25/2020,Wall Township,New Jersey,running,5.2mi,https://www.ratraceruns.com/,,
Delaware and Raritan Canal parkrun,11/7/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Trail of Two Cities 5K,11/7/2020,Ocean City,New Jersey,running,5km,https://runsignup.com/Race/NJ/OceanCitySomersPoint/TrailofTwoCities5kRunWalk,,Race benefits Ocean City Recreation Scholarships and Programs. A 5-kilometer (3.1 miles) point-to-point race over the 9th Street Bridge from Ocean City to Somers Point.
Giralda Farms Run,11/8/2020,Madison,New Jersey,running,5km,https://runsignup.com/Race/NJ/Madison/GiraldaFarmsRuns,,"November 8, 2020 will be the 36th anniversary of a classic race run in and around the beautiful Giralda Farms Corporate Park!"
Giralda Farms Run,11/8/2020,Madison,New Jersey,running,10km,https://runsignup.com/Race/NJ/Madison/GiraldaFarmsRuns,,"November 8, 2020 will be the 36th anniversary of a classic race run in and around the beautiful Giralda Farms Corporate Park!"
Hashathon,11/8/2020,Matawan,New Jersey,running,6mi,https://runsignup.com/Race/NJ/Matawan/Hashathon,,Join us for our 40th year of HELL!
Hero 5K,11/8/2020,Paramus,New Jersey,running,5km,https://runsignup.com/Race/NJ/Paramus/bcc5k,,"Closed course, perfect for beginners and families! Run through the closed roads of Bergen Community College and Orchard Hills Golf Course! This November 8th the Wellness and Exercise Science Department along with the Veterans Committee will sponsor a 5k Hero Run/Walk for our Veteran population. We encourage all runners to dress as their favorite super HERO to show your support for our HEROs here at the college. Costume and age group prizes are awarded."
Hero 1K,11/8/2020,Paramus,New Jersey,running,1km,https://runsignup.com/Race/NJ/Paramus/bcc5k,,"Closed course, perfect for beginners and families! Run through the closed roads of Bergen Community College and Orchard Hills Golf Course! This November 8th the Wellness and Exercise Science Department along with the Veterans Committee will sponsor a 5k Hero Run/Walk for our Veteran population. We encourage all runners to dress as their favorite super HERO to show your support for our HEROs here at the college. Costume and age group prizes are awarded."
"Red, White & Blueberry Hill 5K",11/8/2020,Gibbsboro,New Jersey,running,5km,https://runsignup.com/Race/NJ/Gibbsboro/RedWhiteBlueberryHill5kRunWalk,,"Hosted by The Sons of the American Legion Post 371, located in beautiful Gibbsboro, New Jersey. Annual event with all proceeds to benefit veterans & the local community."
Run the Vineyards - Unionville 8K/5K,11/8/2020,Ringoes,New Jersey,running,5km,https://runsignup.com/Race/NJ/Ringoes/RuntheVineyardsUnionville8Kand5K,Ken@gooddayforarun.com,Choose between the 8K and 5K cross country style course as you run past miles of vines. Beautiful venue for relaxing and enjoying the post-race reception.  
Run the Vineyards - Unionville 8K/5K,11/8/2020,Ringoes,New Jersey,running,8km,https://runsignup.com/Race/NJ/Ringoes/RuntheVineyardsUnionville8Kand5K,Ken@gooddayforarun.com,Choose between the 8K and 5K cross country style course as you run past miles of vines. Beautiful venue for relaxing and enjoying the post-race reception.  
Delaware and Raritan Canal parkrun,11/14/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Run the Vineyards Cork High and Bottle Deep Half Marathon,11/15/2020,Williamstown,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/Williamstown/RuntheVineyardsCorkHighBottleDeepHalfMarathon,,"Run the Vineyards Half Marathon starts and finishes at the beautiful Blue Cork Winery in Williamstown, NJ."
Delaware River Loop Series - Loop #2,11/21/2020,Titusville,New Jersey,running,64mi,https://runsignup.com/Race/NJ/Titusville/DelawareRiverLoopSeries,,The Uptown Gentlefriends present the Delaware River Loop Series. 5 loops within 5 months totaling 64 miles along the beautiful Delaware River from Trenton to Frenchtown. Starting in November of 2020 and finishing in February of 2021.
