Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
Brainstorm Walk/Run,"Jun 28, 2020",Milwaukee,Wisconsin,running,5km,https://efsewi.org/2020-brainstorm-walk-run,abowser@efsewi.org,20th Annual Brainstorm 3K UNTIMED Walk / 5K TIMED Run for Epilepsy Awareness! Thank you for your participation!!!,Postponed,,Date is TBA
Firecracker Flight Milwaukee,"Jun 28, 2020",Milwaukee,Wisconsin,running,10km,https://runsignup.com/Race/MO/Anywhere/FirecrackerFlightVirtualRace,info@gorunmke.com,"Join us for the Firecracker Flight Virtual Race, a 4th of July themed run that is perfect for the whole family. The fun includes great swag (designer shirt, custom medal), online results with a great running community. Grab your friends and family from around the world to join you in a race across states!",Switched to Virtual,,
Freedom 5K,"Jun 28, 2020",St. Germain,Wisconsin,running,5km,https://www.freedom5k.org/,stgermainfreedom5k@gmail.com,Held in conjunction with St. Germain’s Annual Independence Day Celebration. Proceeds from this event will be used for the development and maintenance of St Germain’s non-motorized recreational trails.,Cancelled,,
Kenosha YMCA Firecracker 10K/5K,"Sep 6, 2020",Kenosha,Wisconsin,running,10km,https://runsignup.com/Race/WI/Kenosha/Firecracker5k10k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,info@kenoshaymca.org,"With the anticipated social distancing, CDC recommendations, and, most importantly, out of concern for the health and safety of our community, members, employees, participants, sponsors, donors, and visitors, the Kenosha YMCA is announcing the following changes to our Firecracker Race.",Postponed,,"Rescheduled from June 28 to September 6, 2020"
Kenosha YMCA Firecracker 10K/5K,"Sep 6, 2020",Kenosha,Wisconsin,running,5km,https://runsignup.com/Race/WI/Kenosha/Firecracker5k10k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,info@kenoshaymca.org,"With the anticipated social distancing, CDC recommendations, and, most importantly, out of concern for the health and safety of our community, members, employees, participants, sponsors, donors, and visitors, the Kenosha YMCA is announcing the following changes to our Firecracker Race.",Postponed,,"Rescheduled from June 28 to September 6, 2020"
Let's Run Wisconsin - 5M,"Jun 28, 2020",Nashotah,Wisconsin,running,5mi,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,
Let's Run Wisconsin - 5K,"Jun 28, 2020",Nashotah,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,
Let's Run Wisconsin - Half Marathon,"Jun 28, 2020",Nashotah,Wisconsin,running,13.1mi,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,"Rescheduled to June 27 - 28, 2020"
Musky Run - 10K,"Jun 28, 2020",Hayward,Wisconsin,running,10km,http://www.muskyfest.com/musky-runwalk/,brianna@haywardareachamber.com,"The Musky 5k Run/Walk and 10K Run is a fun and non-competitive event. The course follows a route through the downtown and the City of Hayward starting and finishing on Main Street in front of People’s Bank. There is also a free Minnow Run for the youngest members, ages 12 and under, of the family which loops a downtown area block. All participants receive a prize.",Cancelled,,
Musky Run - 5K,"Jun 28, 2020",Hayward,Wisconsin,running,5km,http://www.muskyfest.com/musky-runwalk/,brianna@haywardareachamber.com,"The Musky 5k Run/Walk and 10K Run is a fun and non-competitive event. The course follows a route through the downtown and the City of Hayward starting and finishing on Main Street in front of People’s Bank. There is also a free Minnow Run for the youngest members, ages 12 and under, of the family which loops a downtown area block. All participants receive a prize.",Cancelled,,
Red Flint Firecracker - 10K,"Jun 28, 2020",Eau Claire,Wisconsin,running,10km,https://corbatrails.org/events/red-flint-firecracker-virtual-2020/,,"The Red Flint Firecracker is going virtual for 2020. There will be three events to choose from (Road Ride, Trail Run, or Mountain Bike Race), and each of those will have a number of options.",Switched to Virtual,,
Red Flint Firecracker - 5K,"Jun 28, 2020",Eau Claire,Wisconsin,running,5km,https://corbatrails.org/events/red-flint-firecracker-virtual-2020/,,"The Red Flint Firecracker is going virtual for 2020. There will be three events to choose from (Road Ride, Trail Run, or Mountain Bike Race), and each of those will have a number of options.",Switched to Virtual,,
Sunday Track Series,"Jul 26, 2020",South Milwaukee,Wisconsin,running,10km,https://sewitrackclub.com/sunday-track-series,,"The Southeast Wisconsin Track Club is proud to bring a series of open track meet to the area. These events are open to all ages and abilities. USATF membership is not required. Each event will feature four running events, two field events, and a racewalk.",Ongoing,,Contact Form
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
,,,Wisconsin,running,,,,,,,
